State,Year,Produce,Temperature,Rainfall
Tamil Nadu,2000,31.922462412079756,27.5,972.0
Tamil Nadu,2002,36.95296400984747,27.8,318.0
Tamil Nadu,2003,35.37487339635381,27.85,348.5
Tamil Nadu,2004,42.47696875996957,27.49,1037.6
Tamil Nadu,2005,49.10441847688276,27.64,1365.3
Tamil Nadu,2006,53.5841206775279,27.65,927.9
Tamil Nadu,2007,47.74077292030534,27.61,1067.2
Tamil Nadu,2008,44.455580118130634,27.51,1203.4
Tamil Nadu,2009,42.996111927234985,27.91,928.5
Tamil Nadu,2011,43.69669372593519,27.69,926.5
Tamil Nadu,2013,41.534181240063596,27.7,741.9
Uttar Pradesh,2004,36.36904024767802,26.21,746.9
Uttar Pradesh,2005,38.10497237569061,25.81,770.3
Uttar Pradesh,2006,38.815684315684315,26.2,632.1
Uttar Pradesh,2008,38.10497237569061,25.81,953.4
Uttar Pradesh,2009,41.12114726027397,26.59,610.2
Uttar Pradesh,2011,43.688735632183906,25.85,781.2
Uttar Pradesh,2012,44.6532428995337,25.85,602.7
Uttar Pradesh,2013,43.54172989377845,25.62,1041.4
Uttar Pradesh,2014,45.111839410077835,25.65,701.2
